split,segment_id,filename,path,parent_id,original_file,start,end,duration_ms,samples
train,5427,noise_train_005427.npy,data/noise_segments/train/noise_train_005427.npy,1,purenoise_1_00022.npy,22050,44100,500.0,22050
train,5428,noise_train_005428.npy,data/noise_segments/train/noise_train_005428.npy,3,purenoise_3_01834.npy,22050,44100,500.0,22050
train,5429,noise_train_005429.npy,data/noise_segments/train/noise_train_005429.npy,4,purenoise_4_00586.npy,0,22050,500.0,22050
train,5430,noise_train_005430.npy,data/noise_segments/train/noise_train_005430.npy,2,purenoise_2_00970.npy,22050,44100,500.0,22050
train,5431,noise_train_005431.npy,data/noise_segments/train/noise_train_005431.npy,5,purenoise_5_01632.npy,0,22050,500.0,22050
train,5432,noise_train_005432.npy,data/noise_segments/train/noise_train_005432.npy,5,purenoise_5_00796.npy,22050,44100,500.0,22050
train,5433,noise_train_005433.npy,data/noise_segments/train/noise_train_005433.npy,2,purenoise_2_01509.npy,22050,44100,500.0,22050
train,5434,noise_train_005434.npy,data/noise_segments/train/noise_train_005434.npy,1,purenoise_1_01383.npy,22050,44100,500.0,22050
train,5435,noise_train_005435.npy,data/noise_segments/train/noise_train_005435.npy,4,purenoise_4_01184.npy,22050,44100,500.0,22050
train,5436,noise_train_005436.npy,data/noise_segments/train/noise_train_005436.npy,4,purenoise_4_01661.npy,22050,44100,500.0,22050
train,5437,noise_train_005437.npy,data/noise_segments/train/noise_train_005437.npy,2,purenoise_2_01912.npy,0,22050,500.0,22050
train,5438,noise_train_005438.npy,data/noise_segments/train/noise_train_005438.npy,2,purenoise_2_00021.npy,0,22050,500.0,22050
train,5439,noise_train_005439.npy,data/noise_segments/train/noise_train_005439.npy,4,purenoise_4_00816.npy,22050,44100,500.0,22050
train,5440,noise_train_005440.npy,data/noise_segments/train/noise_train_005440.npy,5,purenoise_5_00836.npy,22050,44100,500.0,22050
train,5441,noise_train_005441.npy,data/noise_segments/train/noise_train_005441.npy,4,purenoise_4_00281.npy,0,22050,500.0,22050
train,5442,noise_train_005442.npy,data/noise_segments/train/noise_train_005442.npy,3,purenoise_3_01844.npy,22050,44100,500.0,22050
train,5443,noise_train_005443.npy,data/noise_segments/train/noise_train_005443.npy,1,purenoise_1_01939.npy,22050,44100,500.0,22050
train,5444,noise_train_005444.npy,data/noise_segments/train/noise_train_005444.npy,3,purenoise_3_01335.npy,0,22050,500.0,22050
train,5445,noise_train_005445.npy,data/noise_segments/train/noise_train_005445.npy,2,purenoise_2_01774.npy,22050,44100,500.0,22050
train,5446,noise_train_005446.npy,data/noise_segments/train/noise_train_005446.npy,5,purenoise_5_00202.npy,0,22050,500.0,22050
train,5447,noise_train_005447.npy,data/noise_segments/train/noise_train_005447.npy,3,purenoise_3_01268.npy,0,22050,500.0,22050
train,5448,noise_train_005448.npy,data/noise_segments/train/noise_train_005448.npy,5,purenoise_5_00444.npy,22050,44100,500.0,22050
train,5449,noise_train_005449.npy,data/noise_segments/train/noise_train_005449.npy,3,purenoise_3_00166.npy,0,22050,500.0,22050
train,5450,noise_train_005450.npy,data/noise_segments/train/noise_train_005450.npy,3,purenoise_3_00652.npy,22050,44100,500.0,22050
train,5451,noise_train_005451.npy,data/noise_segments/train/noise_train_005451.npy,1,purenoise_1_00850.npy,22050,44100,500.0,22050
train,5452,noise_train_005452.npy,data/noise_segments/train/noise_train_005452.npy,3,purenoise_3_00433.npy,22050,44100,500.0,22050
train,5453,noise_train_005453.npy,data/noise_segments/train/noise_train_005453.npy,5,purenoise_5_01575.npy,0,22050,500.0,22050
train,5454,noise_train_005454.npy,data/noise_segments/train/noise_train_005454.npy,4,purenoise_4_00271.npy,0,22050,500.0,22050
train,5455,noise_train_005455.npy,data/noise_segments/train/noise_train_005455.npy,3,purenoise_3_00570.npy,22050,44100,500.0,22050
train,5456,noise_train_005456.npy,data/noise_segments/train/noise_train_005456.npy,2,purenoise_2_00580.npy,0,22050,500.0,22050
train,5457,noise_train_005457.npy,data/noise_segments/train/noise_train_005457.npy,3,purenoise_3_01572.npy,22050,44100,500.0,22050
train,5458,noise_train_005458.npy,data/noise_segments/train/noise_train_005458.npy,1,purenoise_1_01361.npy,22050,44100,500.0,22050
train,5459,noise_train_005459.npy,data/noise_segments/train/noise_train_005459.npy,4,purenoise_4_01214.npy,0,22050,500.0,22050
train,5460,noise_train_005460.npy,data/noise_segments/train/noise_train_005460.npy,2,purenoise_2_00632.npy,22050,44100,500.0,22050
train,5461,noise_train_005461.npy,data/noise_segments/train/noise_train_005461.npy,4,purenoise_4_01047.npy,0,22050,500.0,22050
train,5462,noise_train_005462.npy,data/noise_segments/train/noise_train_005462.npy,2,purenoise_2_01675.npy,22050,44100,500.0,22050
train,5463,noise_train_005463.npy,data/noise_segments/train/noise_train_005463.npy,4,purenoise_4_00372.npy,0,22050,500.0,22050
train,5464,noise_train_005464.npy,data/noise_segments/train/noise_train_005464.npy,3,purenoise_3_00545.npy,0,22050,500.0,22050
train,5465,noise_train_005465.npy,data/noise_segments/train/noise_train_005465.npy,3,purenoise_3_00520.npy,22050,44100,500.0,22050
train,5466,noise_train_005466.npy,data/noise_segments/train/noise_train_005466.npy,5,purenoise_5_00522.npy,0,22050,500.0,22050
train,5467,noise_train_005467.npy,data/noise_segments/train/noise_train_005467.npy,4,purenoise_4_01101.npy,0,22050,500.0,22050
train,5468,noise_train_005468.npy,data/noise_segments/train/noise_train_005468.npy,4,purenoise_4_00056.npy,0,22050,500.0,22050
train,5469,noise_train_005469.npy,data/noise_segments/train/noise_train_005469.npy,4,purenoise_4_00479.npy,22050,44100,500.0,22050
train,5470,noise_train_005470.npy,data/noise_segments/train/noise_train_005470.npy,5,purenoise_5_01289.npy,22050,44100,500.0,22050
train,5471,noise_train_005471.npy,data/noise_segments/train/noise_train_005471.npy,3,purenoise_3_00323.npy,0,22050,500.0,22050
train,5472,noise_train_005472.npy,data/noise_segments/train/noise_train_005472.npy,2,purenoise_2_01938.npy,22050,44100,500.0,22050
train,5473,noise_train_005473.npy,data/noise_segments/train/noise_train_005473.npy,3,purenoise_3_00229.npy,0,22050,500.0,22050
train,5474,noise_train_005474.npy,data/noise_segments/train/noise_train_005474.npy,4,purenoise_4_01948.npy,0,22050,500.0,22050
train,5475,noise_train_005475.npy,data/noise_segments/train/noise_train_005475.npy,5,purenoise_5_01887.npy,0,22050,500.0,22050
train,5476,noise_train_005476.npy,data/noise_segments/train/noise_train_005476.npy,5,purenoise_5_00572.npy,0,22050,500.0,22050
train,5477,noise_train_005477.npy,data/noise_segments/train/noise_train_005477.npy,4,purenoise_4_00160.npy,0,22050,500.0,22050
train,5478,noise_train_005478.npy,data/noise_segments/train/noise_train_005478.npy,2,purenoise_2_01753.npy,22050,44100,500.0,22050
train,5479,noise_train_005479.npy,data/noise_segments/train/noise_train_005479.npy,5,purenoise_5_01335.npy,0,22050,500.0,22050
train,5480,noise_train_005480.npy,data/noise_segments/train/noise_train_005480.npy,4,purenoise_4_00267.npy,0,22050,500.0,22050
train,5481,noise_train_005481.npy,data/noise_segments/train/noise_train_005481.npy,3,purenoise_3_01669.npy,22050,44100,500.0,22050
train,5482,noise_train_005482.npy,data/noise_segments/train/noise_train_005482.npy,2,purenoise_2_01612.npy,0,22050,500.0,22050
train,5483,noise_train_005483.npy,data/noise_segments/train/noise_train_005483.npy,1,purenoise_1_01979.npy,22050,44100,500.0,22050
train,5484,noise_train_005484.npy,data/noise_segments/train/noise_train_005484.npy,4,purenoise_4_01783.npy,0,22050,500.0,22050
train,5485,noise_train_005485.npy,data/noise_segments/train/noise_train_005485.npy,3,purenoise_3_00675.npy,0,22050,500.0,22050
train,5486,noise_train_005486.npy,data/noise_segments/train/noise_train_005486.npy,3,purenoise_3_01757.npy,0,22050,500.0,22050
train,5487,noise_train_005487.npy,data/noise_segments/train/noise_train_005487.npy,4,purenoise_4_00084.npy,22050,44100,500.0,22050
train,5488,noise_train_005488.npy,data/noise_segments/train/noise_train_005488.npy,1,purenoise_1_00381.npy,0,22050,500.0,22050
train,5489,noise_train_005489.npy,data/noise_segments/train/noise_train_005489.npy,1,purenoise_1_01759.npy,0,22050,500.0,22050
train,5490,noise_train_005490.npy,data/noise_segments/train/noise_train_005490.npy,3,purenoise_3_00948.npy,22050,44100,500.0,22050
train,5491,noise_train_005491.npy,data/noise_segments/train/noise_train_005491.npy,5,purenoise_5_01595.npy,22050,44100,500.0,22050
train,5492,noise_train_005492.npy,data/noise_segments/train/noise_train_005492.npy,1,purenoise_1_01930.npy,22050,44100,500.0,22050
train,5493,noise_train_005493.npy,data/noise_segments/train/noise_train_005493.npy,5,purenoise_5_01226.npy,0,22050,500.0,22050
train,5494,noise_train_005494.npy,data/noise_segments/train/noise_train_005494.npy,2,purenoise_2_00687.npy,0,22050,500.0,22050
train,5495,noise_train_005495.npy,data/noise_segments/train/noise_train_005495.npy,1,purenoise_1_01082.npy,0,22050,500.0,22050
train,5496,noise_train_005496.npy,data/noise_segments/train/noise_train_005496.npy,3,purenoise_3_01763.npy,22050,44100,500.0,22050
train,5497,noise_train_005497.npy,data/noise_segments/train/noise_train_005497.npy,3,purenoise_3_00329.npy,22050,44100,500.0,22050
train,5498,noise_train_005498.npy,data/noise_segments/train/noise_train_005498.npy,5,purenoise_5_01185.npy,0,22050,500.0,22050
train,5499,noise_train_005499.npy,data/noise_segments/train/noise_train_005499.npy,5,purenoise_5_01856.npy,0,22050,500.0,22050
train,5500,noise_train_005500.npy,data/noise_segments/train/noise_train_005500.npy,3,purenoise_3_00151.npy,22050,44100,500.0,22050
train,5501,noise_train_005501.npy,data/noise_segments/train/noise_train_005501.npy,1,purenoise_1_00095.npy,22050,44100,500.0,22050
train,5502,noise_train_005502.npy,data/noise_segments/train/noise_train_005502.npy,2,purenoise_2_00098.npy,22050,44100,500.0,22050
train,5503,noise_train_005503.npy,data/noise_segments/train/noise_train_005503.npy,5,purenoise_5_01212.npy,0,22050,500.0,22050
train,5504,noise_train_005504.npy,data/noise_segments/train/noise_train_005504.npy,4,purenoise_4_00746.npy,0,22050,500.0,22050
train,5505,noise_train_005505.npy,data/noise_segments/train/noise_train_005505.npy,2,purenoise_2_01168.npy,22050,44100,500.0,22050
train,5506,noise_train_005506.npy,data/noise_segments/train/noise_train_005506.npy,3,purenoise_3_01349.npy,22050,44100,500.0,22050
train,5507,noise_train_005507.npy,data/noise_segments/train/noise_train_005507.npy,4,purenoise_4_01000.npy,22050,44100,500.0,22050
train,5508,noise_train_005508.npy,data/noise_segments/train/noise_train_005508.npy,2,purenoise_2_01276.npy,22050,44100,500.0,22050
train,5509,noise_train_005509.npy,data/noise_segments/train/noise_train_005509.npy,2,purenoise_2_01075.npy,22050,44100,500.0,22050
train,5510,noise_train_005510.npy,data/noise_segments/train/noise_train_005510.npy,3,purenoise_3_00727.npy,0,22050,500.0,22050
train,5511,noise_train_005511.npy,data/noise_segments/train/noise_train_005511.npy,4,purenoise_4_01542.npy,0,22050,500.0,22050
train,5512,noise_train_005512.npy,data/noise_segments/train/noise_train_005512.npy,2,purenoise_2_00786.npy,22050,44100,500.0,22050
train,5513,noise_train_005513.npy,data/noise_segments/train/noise_train_005513.npy,5,purenoise_5_00885.npy,22050,44100,500.0,22050
train,5514,noise_train_005514.npy,data/noise_segments/train/noise_train_005514.npy,5,purenoise_5_01511.npy,0,22050,500.0,22050
train,5515,noise_train_005515.npy,data/noise_segments/train/noise_train_005515.npy,1,purenoise_1_00082.npy,22050,44100,500.0,22050
train,5516,noise_train_005516.npy,data/noise_segments/train/noise_train_005516.npy,5,purenoise_5_00072.npy,22050,44100,500.0,22050
train,5517,noise_train_005517.npy,data/noise_segments/train/noise_train_005517.npy,2,purenoise_2_01532.npy,0,22050,500.0,22050
train,5518,noise_train_005518.npy,data/noise_segments/train/noise_train_005518.npy,4,purenoise_4_01957.npy,22050,44100,500.0,22050
train,5519,noise_train_005519.npy,data/noise_segments/train/noise_train_005519.npy,4,purenoise_4_01696.npy,22050,44100,500.0,22050
train,5520,noise_train_005520.npy,data/noise_segments/train/noise_train_005520.npy,1,purenoise_1_00347.npy,22050,44100,500.0,22050
train,5521,noise_train_005521.npy,data/noise_segments/train/noise_train_005521.npy,3,purenoise_3_01242.npy,22050,44100,500.0,22050
train,5522,noise_train_005522.npy,data/noise_segments/train/noise_train_005522.npy,3,purenoise_3_00007.npy,0,22050,500.0,22050
train,5523,noise_train_005523.npy,data/noise_segments/train/noise_train_005523.npy,3,purenoise_3_00938.npy,22050,44100,500.0,22050
train,5524,noise_train_005524.npy,data/noise_segments/train/noise_train_005524.npy,2,purenoise_2_01533.npy,22050,44100,500.0,22050
train,5525,noise_train_005525.npy,data/noise_segments/train/noise_train_005525.npy,3,purenoise_3_01877.npy,22050,44100,500.0,22050
train,5526,noise_train_005526.npy,data/noise_segments/train/noise_train_005526.npy,1,purenoise_1_00506.npy,0,22050,500.0,22050
train,5527,noise_train_005527.npy,data/noise_segments/train/noise_train_005527.npy,1,purenoise_1_01115.npy,22050,44100,500.0,22050
train,5528,noise_train_005528.npy,data/noise_segments/train/noise_train_005528.npy,3,purenoise_3_00568.npy,0,22050,500.0,22050
train,5529,noise_train_005529.npy,data/noise_segments/train/noise_train_005529.npy,2,purenoise_2_01827.npy,22050,44100,500.0,22050
train,5530,noise_train_005530.npy,data/noise_segments/train/noise_train_005530.npy,3,purenoise_3_01078.npy,0,22050,500.0,22050
train,5531,noise_train_005531.npy,data/noise_segments/train/noise_train_005531.npy,3,purenoise_3_00289.npy,0,22050,500.0,22050
train,5532,noise_train_005532.npy,data/noise_segments/train/noise_train_005532.npy,2,purenoise_2_01202.npy,22050,44100,500.0,22050
train,5533,noise_train_005533.npy,data/noise_segments/train/noise_train_005533.npy,5,purenoise_5_01284.npy,0,22050,500.0,22050
train,5534,noise_train_005534.npy,data/noise_segments/train/noise_train_005534.npy,2,purenoise_2_00991.npy,22050,44100,500.0,22050
train,5535,noise_train_005535.npy,data/noise_segments/train/noise_train_005535.npy,5,purenoise_5_01377.npy,0,22050,500.0,22050
train,5536,noise_train_005536.npy,data/noise_segments/train/noise_train_005536.npy,3,purenoise_3_00301.npy,0,22050,500.0,22050
train,5537,noise_train_005537.npy,data/noise_segments/train/noise_train_005537.npy,2,purenoise_2_01329.npy,22050,44100,500.0,22050
train,5538,noise_train_005538.npy,data/noise_segments/train/noise_train_005538.npy,5,purenoise_5_00253.npy,22050,44100,500.0,22050
train,5539,noise_train_005539.npy,data/noise_segments/train/noise_train_005539.npy,2,purenoise_2_00054.npy,0,22050,500.0,22050
train,5540,noise_train_005540.npy,data/noise_segments/train/noise_train_005540.npy,1,purenoise_1_00419.npy,22050,44100,500.0,22050
train,5541,noise_train_005541.npy,data/noise_segments/train/noise_train_005541.npy,2,purenoise_2_01351.npy,0,22050,500.0,22050
train,5542,noise_train_005542.npy,data/noise_segments/train/noise_train_005542.npy,1,purenoise_1_00082.npy,0,22050,500.0,22050
train,5543,noise_train_005543.npy,data/noise_segments/train/noise_train_005543.npy,3,purenoise_3_00737.npy,0,22050,500.0,22050
train,5544,noise_train_005544.npy,data/noise_segments/train/noise_train_005544.npy,5,purenoise_5_00724.npy,0,22050,500.0,22050
train,5545,noise_train_005545.npy,data/noise_segments/train/noise_train_005545.npy,2,purenoise_2_01372.npy,0,22050,500.0,22050
train,5546,noise_train_005546.npy,data/noise_segments/train/noise_train_005546.npy,4,purenoise_4_00416.npy,0,22050,500.0,22050
train,5547,noise_train_005547.npy,data/noise_segments/train/noise_train_005547.npy,5,purenoise_5_00178.npy,22050,44100,500.0,22050
train,5548,noise_train_005548.npy,data/noise_segments/train/noise_train_005548.npy,1,purenoise_1_01693.npy,0,22050,500.0,22050
train,5549,noise_train_005549.npy,data/noise_segments/train/noise_train_005549.npy,1,purenoise_1_01357.npy,22050,44100,500.0,22050
train,5550,noise_train_005550.npy,data/noise_segments/train/noise_train_005550.npy,4,purenoise_4_01556.npy,22050,44100,500.0,22050
train,5551,noise_train_005551.npy,data/noise_segments/train/noise_train_005551.npy,5,purenoise_5_00778.npy,0,22050,500.0,22050
train,5552,noise_train_005552.npy,data/noise_segments/train/noise_train_005552.npy,5,purenoise_5_01842.npy,22050,44100,500.0,22050
train,5553,noise_train_005553.npy,data/noise_segments/train/noise_train_005553.npy,3,purenoise_3_00745.npy,0,22050,500.0,22050
train,5554,noise_train_005554.npy,data/noise_segments/train/noise_train_005554.npy,1,purenoise_1_01620.npy,0,22050,500.0,22050
train,5555,noise_train_005555.npy,data/noise_segments/train/noise_train_005555.npy,4,purenoise_4_01155.npy,22050,44100,500.0,22050
train,5556,noise_train_005556.npy,data/noise_segments/train/noise_train_005556.npy,4,purenoise_4_01379.npy,22050,44100,500.0,22050
train,5557,noise_train_005557.npy,data/noise_segments/train/noise_train_005557.npy,1,purenoise_1_00812.npy,22050,44100,500.0,22050
train,5558,noise_train_005558.npy,data/noise_segments/train/noise_train_005558.npy,5,purenoise_5_01520.npy,0,22050,500.0,22050
train,5559,noise_train_005559.npy,data/noise_segments/train/noise_train_005559.npy,1,purenoise_1_01483.npy,0,22050,500.0,22050
train,5560,noise_train_005560.npy,data/noise_segments/train/noise_train_005560.npy,4,purenoise_4_00704.npy,22050,44100,500.0,22050
train,5561,noise_train_005561.npy,data/noise_segments/train/noise_train_005561.npy,5,purenoise_5_01370.npy,22050,44100,500.0,22050
train,5562,noise_train_005562.npy,data/noise_segments/train/noise_train_005562.npy,1,purenoise_1_00201.npy,22050,44100,500.0,22050
train,5563,noise_train_005563.npy,data/noise_segments/train/noise_train_005563.npy,2,purenoise_2_00682.npy,22050,44100,500.0,22050
train,5564,noise_train_005564.npy,data/noise_segments/train/noise_train_005564.npy,4,purenoise_4_01129.npy,0,22050,500.0,22050
train,5565,noise_train_005565.npy,data/noise_segments/train/noise_train_005565.npy,3,purenoise_3_00472.npy,22050,44100,500.0,22050
train,5566,noise_train_005566.npy,data/noise_segments/train/noise_train_005566.npy,1,purenoise_1_01444.npy,22050,44100,500.0,22050
train,5567,noise_train_005567.npy,data/noise_segments/train/noise_train_005567.npy,4,purenoise_4_01165.npy,22050,44100,500.0,22050
train,5568,noise_train_005568.npy,data/noise_segments/train/noise_train_005568.npy,3,purenoise_3_01689.npy,22050,44100,500.0,22050
train,5569,noise_train_005569.npy,data/noise_segments/train/noise_train_005569.npy,3,purenoise_3_01914.npy,22050,44100,500.0,22050
train,5570,noise_train_005570.npy,data/noise_segments/train/noise_train_005570.npy,5,purenoise_5_00697.npy,22050,44100,500.0,22050
train,5571,noise_train_005571.npy,data/noise_segments/train/noise_train_005571.npy,1,purenoise_1_00081.npy,22050,44100,500.0,22050
train,5572,noise_train_005572.npy,data/noise_segments/train/noise_train_005572.npy,4,purenoise_4_00759.npy,0,22050,500.0,22050
train,5573,noise_train_005573.npy,data/noise_segments/train/noise_train_005573.npy,2,purenoise_2_00477.npy,22050,44100,500.0,22050
train,5574,noise_train_005574.npy,data/noise_segments/train/noise_train_005574.npy,3,purenoise_3_01150.npy,0,22050,500.0,22050
train,5575,noise_train_005575.npy,data/noise_segments/train/noise_train_005575.npy,5,purenoise_5_01826.npy,22050,44100,500.0,22050
train,5576,noise_train_005576.npy,data/noise_segments/train/noise_train_005576.npy,5,purenoise_5_00513.npy,22050,44100,500.0,22050
train,5577,noise_train_005577.npy,data/noise_segments/train/noise_train_005577.npy,2,purenoise_2_00830.npy,0,22050,500.0,22050
train,5578,noise_train_005578.npy,data/noise_segments/train/noise_train_005578.npy,1,purenoise_1_00451.npy,22050,44100,500.0,22050
train,5579,noise_train_005579.npy,data/noise_segments/train/noise_train_005579.npy,4,purenoise_4_01829.npy,0,22050,500.0,22050
train,5580,noise_train_005580.npy,data/noise_segments/train/noise_train_005580.npy,4,purenoise_4_00539.npy,0,22050,500.0,22050
train,5581,noise_train_005581.npy,data/noise_segments/train/noise_train_005581.npy,2,purenoise_2_00195.npy,22050,44100,500.0,22050
train,5582,noise_train_005582.npy,data/noise_segments/train/noise_train_005582.npy,3,purenoise_3_00411.npy,22050,44100,500.0,22050
train,5583,noise_train_005583.npy,data/noise_segments/train/noise_train_005583.npy,5,purenoise_5_01480.npy,0,22050,500.0,22050
train,5584,noise_train_005584.npy,data/noise_segments/train/noise_train_005584.npy,1,purenoise_1_00906.npy,0,22050,500.0,22050
train,5585,noise_train_005585.npy,data/noise_segments/train/noise_train_005585.npy,2,purenoise_2_01659.npy,22050,44100,500.0,22050
train,5586,noise_train_005586.npy,data/noise_segments/train/noise_train_005586.npy,1,purenoise_1_01833.npy,22050,44100,500.0,22050
train,5587,noise_train_005587.npy,data/noise_segments/train/noise_train_005587.npy,4,purenoise_4_01700.npy,0,22050,500.0,22050
train,5588,noise_train_005588.npy,data/noise_segments/train/noise_train_005588.npy,5,purenoise_5_00342.npy,0,22050,500.0,22050
train,5589,noise_train_005589.npy,data/noise_segments/train/noise_train_005589.npy,3,purenoise_3_01860.npy,0,22050,500.0,22050
train,5590,noise_train_005590.npy,data/noise_segments/train/noise_train_005590.npy,3,purenoise_3_01473.npy,0,22050,500.0,22050
train,5591,noise_train_005591.npy,data/noise_segments/train/noise_train_005591.npy,5,purenoise_5_00403.npy,22050,44100,500.0,22050
train,5592,noise_train_005592.npy,data/noise_segments/train/noise_train_005592.npy,1,purenoise_1_01988.npy,22050,44100,500.0,22050
train,5593,noise_train_005593.npy,data/noise_segments/train/noise_train_005593.npy,3,purenoise_3_00667.npy,22050,44100,500.0,22050
train,5594,noise_train_005594.npy,data/noise_segments/train/noise_train_005594.npy,3,purenoise_3_00068.npy,0,22050,500.0,22050
train,5595,noise_train_005595.npy,data/noise_segments/train/noise_train_005595.npy,5,purenoise_5_01160.npy,0,22050,500.0,22050
train,5596,noise_train_005596.npy,data/noise_segments/train/noise_train_005596.npy,1,purenoise_1_01632.npy,22050,44100,500.0,22050
train,5597,noise_train_005597.npy,data/noise_segments/train/noise_train_005597.npy,5,purenoise_5_01124.npy,22050,44100,500.0,22050
train,5598,noise_train_005598.npy,data/noise_segments/train/noise_train_005598.npy,5,purenoise_5_00825.npy,22050,44100,500.0,22050
train,5599,noise_train_005599.npy,data/noise_segments/train/noise_train_005599.npy,2,purenoise_2_01782.npy,0,22050,500.0,22050
train,5600,noise_train_005600.npy,data/noise_segments/train/noise_train_005600.npy,4,purenoise_4_01742.npy,22050,44100,500.0,22050
train,5601,noise_train_005601.npy,data/noise_segments/train/noise_train_005601.npy,2,purenoise_2_00850.npy,22050,44100,500.0,22050
train,5602,noise_train_005602.npy,data/noise_segments/train/noise_train_005602.npy,4,purenoise_4_00982.npy,22050,44100,500.0,22050
train,5603,noise_train_005603.npy,data/noise_segments/train/noise_train_005603.npy,1,purenoise_1_01071.npy,22050,44100,500.0,22050
train,5604,noise_train_005604.npy,data/noise_segments/train/noise_train_005604.npy,5,purenoise_5_01381.npy,22050,44100,500.0,22050
train,5605,noise_train_005605.npy,data/noise_segments/train/noise_train_005605.npy,4,purenoise_4_01937.npy,22050,44100,500.0,22050
train,5606,noise_train_005606.npy,data/noise_segments/train/noise_train_005606.npy,4,purenoise_4_00061.npy,0,22050,500.0,22050
train,5607,noise_train_005607.npy,data/noise_segments/train/noise_train_005607.npy,2,purenoise_2_01969.npy,22050,44100,500.0,22050
train,5608,noise_train_005608.npy,data/noise_segments/train/noise_train_005608.npy,2,purenoise_2_01649.npy,22050,44100,500.0,22050
train,5609,noise_train_005609.npy,data/noise_segments/train/noise_train_005609.npy,2,purenoise_2_01800.npy,22050,44100,500.0,22050
train,5610,noise_train_005610.npy,data/noise_segments/train/noise_train_005610.npy,1,purenoise_1_01097.npy,0,22050,500.0,22050
train,5611,noise_train_005611.npy,data/noise_segments/train/noise_train_005611.npy,1,purenoise_1_01191.npy,22050,44100,500.0,22050
train,5612,noise_train_005612.npy,data/noise_segments/train/noise_train_005612.npy,4,purenoise_4_00072.npy,0,22050,500.0,22050
train,5613,noise_train_005613.npy,data/noise_segments/train/noise_train_005613.npy,4,purenoise_4_00963.npy,0,22050,500.0,22050
train,5614,noise_train_005614.npy,data/noise_segments/train/noise_train_005614.npy,1,purenoise_1_01687.npy,22050,44100,500.0,22050
train,5615,noise_train_005615.npy,data/noise_segments/train/noise_train_005615.npy,2,purenoise_2_00461.npy,22050,44100,500.0,22050
train,5616,noise_train_005616.npy,data/noise_segments/train/noise_train_005616.npy,2,purenoise_2_00003.npy,22050,44100,500.0,22050
train,5617,noise_train_005617.npy,data/noise_segments/train/noise_train_005617.npy,2,purenoise_2_01245.npy,22050,44100,500.0,22050
train,5618,noise_train_005618.npy,data/noise_segments/train/noise_train_005618.npy,5,purenoise_5_00504.npy,0,22050,500.0,22050
train,5619,noise_train_005619.npy,data/noise_segments/train/noise_train_005619.npy,3,purenoise_3_00039.npy,22050,44100,500.0,22050
train,5620,noise_train_005620.npy,data/noise_segments/train/noise_train_005620.npy,2,purenoise_2_01478.npy,0,22050,500.0,22050
train,5621,noise_train_005621.npy,data/noise_segments/train/noise_train_005621.npy,2,purenoise_2_01872.npy,0,22050,500.0,22050
train,5622,noise_train_005622.npy,data/noise_segments/train/noise_train_005622.npy,2,purenoise_2_00705.npy,22050,44100,500.0,22050
train,5623,noise_train_005623.npy,data/noise_segments/train/noise_train_005623.npy,5,purenoise_5_00549.npy,0,22050,500.0,22050
train,5624,noise_train_005624.npy,data/noise_segments/train/noise_train_005624.npy,4,purenoise_4_00234.npy,0,22050,500.0,22050
train,5625,noise_train_005625.npy,data/noise_segments/train/noise_train_005625.npy,5,purenoise_5_00484.npy,0,22050,500.0,22050
train,5626,noise_train_005626.npy,data/noise_segments/train/noise_train_005626.npy,5,purenoise_5_00245.npy,0,22050,500.0,22050
train,5627,noise_train_005627.npy,data/noise_segments/train/noise_train_005627.npy,5,purenoise_5_00700.npy,0,22050,500.0,22050
train,5628,noise_train_005628.npy,data/noise_segments/train/noise_train_005628.npy,4,purenoise_4_01001.npy,0,22050,500.0,22050
train,5629,noise_train_005629.npy,data/noise_segments/train/noise_train_005629.npy,1,purenoise_1_01013.npy,0,22050,500.0,22050
train,5630,noise_train_005630.npy,data/noise_segments/train/noise_train_005630.npy,1,purenoise_1_01332.npy,22050,44100,500.0,22050
train,5631,noise_train_005631.npy,data/noise_segments/train/noise_train_005631.npy,1,purenoise_1_01831.npy,22050,44100,500.0,22050
train,5632,noise_train_005632.npy,data/noise_segments/train/noise_train_005632.npy,4,purenoise_4_00014.npy,22050,44100,500.0,22050
train,5633,noise_train_005633.npy,data/noise_segments/train/noise_train_005633.npy,4,purenoise_4_01550.npy,22050,44100,500.0,22050
train,5634,noise_train_005634.npy,data/noise_segments/train/noise_train_005634.npy,1,purenoise_1_00460.npy,0,22050,500.0,22050
train,5635,noise_train_005635.npy,data/noise_segments/train/noise_train_005635.npy,3,purenoise_3_01782.npy,22050,44100,500.0,22050
train,5636,noise_train_005636.npy,data/noise_segments/train/noise_train_005636.npy,2,purenoise_2_01231.npy,22050,44100,500.0,22050
train,5637,noise_train_005637.npy,data/noise_segments/train/noise_train_005637.npy,3,purenoise_3_01622.npy,22050,44100,500.0,22050
train,5638,noise_train_005638.npy,data/noise_segments/train/noise_train_005638.npy,4,purenoise_4_01841.npy,0,22050,500.0,22050
train,5639,noise_train_005639.npy,data/noise_segments/train/noise_train_005639.npy,2,purenoise_2_00225.npy,22050,44100,500.0,22050
train,5640,noise_train_005640.npy,data/noise_segments/train/noise_train_005640.npy,3,purenoise_3_00909.npy,0,22050,500.0,22050
train,5641,noise_train_005641.npy,data/noise_segments/train/noise_train_005641.npy,4,purenoise_4_01884.npy,22050,44100,500.0,22050
train,5642,noise_train_005642.npy,data/noise_segments/train/noise_train_005642.npy,4,purenoise_4_01250.npy,0,22050,500.0,22050
